artifact_id,family,latent_level_original,canonical_z,j_star,nontrivial,truth_curve,pair_complete,immediate_rows,rts_rows,immediate_fsr,immediate_tr,immediate_separation_gap,immediate_gap_class,immediate_min_passing_margin,immediate_max_failing_margin,immediate_argmin_passing_strictness,immediate_argmax_failing_strictness,immediate_correct_points,immediate_accuracy,immediate_direct_all_nine_correct,immediate_predicted_first_fail,immediate_tce,immediate_cut_enumeration_fsr,immediate_cut_enumeration_tr,immediate_cut_states_enumerated,immediate_cut_witness_state_index,rts_fsr,rts_tr,rts_separation_gap,rts_gap_class,rts_min_passing_margin,rts_max_failing_margin,rts_argmin_passing_strictness,rts_argmax_failing_strictness,rts_correct_points,rts_accuracy,rts_direct_all_nine_correct,rts_predicted_first_fail,rts_tce,rts_cut_enumeration_fsr,rts_cut_enumeration_tr,rts_cut_states_enumerated,rts_cut_witness_state_index,fsr_change,transition
D3T-C-L3-I01,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,13.75,recoverable,-6.75,-20.5,[5],[6],8,0.88888888888888884,0,5,1,1,1,10,3,1,1,42.375001042149961,recoverable,21.000000679865479,-21.375000362284482,[5],[6],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I02,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,4.375,recoverable,27,22.625,[5],[6],8,0.88888888888888884,0,7,1,1,1,10,3,1,1,43.499999998137355,recoverable,20.812499765306711,-22.687500232830644,[4],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I03,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,12.75,recoverable,23,10.25,[4],[6],8,0.88888888888888884,0,7,1,1,1,10,3,1,1,44.000000162981451,recoverable,21.374999385327101,-22.62500077765435,[4],[8],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I04,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,2.625,recoverable,23.875,21.25,[1],[6],8,0.88888888888888884,0,7,1,1,1,10,3,1,1,42.687500417232513,recoverable,20.81250088987872,-21.874999527353793,[0],[6],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I05,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,3.25,recoverable,25.875,22.625,"[4, 5]",[6],8,0.88888888888888884,0,7,1,1,1,8,3,1,1,44.624998922459781,recoverable,21.999999065883458,-22.624999856576324,[0],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I06,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,5.5,recoverable,16,10.5,[4],[6],8,0.88888888888888884,0,7,1,1,1,9,3,1,1,42.562499922700226,recoverable,20.499999526888132,-22.062500395812094,[4],[8],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I07,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,10.625,recoverable,-13.5,-24.125,[5],[6],6,0.66666666666666663,0,3,3,1,1,10,3,1,1,43.43750040512532,recoverable,20.625000299885869,-22.812500105239451,[0],[8],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I08,numeric_tolerance,3,5,6,1,111111000,True,9,9,0,0,0,exact_tie,22.375,22.375,[4],[6],7,0.77777777777777779,0,8,2,0,0,8,,1,1,43.687499701511115,recoverable,20.812499726656824,-22.87499997485429,[4],[7],9,1,1,6,0,1,1,10,3,1,gained_recoverability
D3T-C-L3-I09,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,9.25,recoverable,2,-7.25,[5],[6],9,1,1,6,0,1,1,10,3,1,1,41.687499444000423,recoverable,20.249999064952135,-21.437500379048288,[4],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I10,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,4.5,recoverable,21.5,17,[5],[6],8,0.88888888888888884,0,7,1,1,1,9,3,1,1,43.375000780448318,recoverable,20.812500035390258,-22.56250074505806,[3],[6],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L3-I11,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,18.5,recoverable,7.75,-10.75,[4],[6],9,1,1,6,0,1,1,10,3,1,1,43.687500417232513,recoverable,21.000000149011612,-22.687500268220901,[4],[8],9,1,1,6,0,1,1,10,3,0,both_recoverable
D3T-C-L4-I00,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,1,recoverable,26.125,25.125,[1],[5],6,0.66666666666666663,0,8,3,1,1,9,4,1,1,41.937498989515007,recoverable,20.37499990593642,-21.562499083578587,[0],[7],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I01,numeric_tolerance,4,4,5,1,111110000,True,9,9,0,0,-6.5,strict_inversion,-15.5,-9,[3],[5],8,0.88888888888888884,0,3,2,0,0,10,,1,1,43.749999444698915,recoverable,21.499999563442543,-22.249999881256372,[3],[5],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-C-L4-I02,numeric_tolerance,4,4,5,1,111110000,True,9,9,0,0,-2.625,strict_inversion,18.75,21.375,[3],[5],7,0.77777777777777779,0,7,2,0,0,8,,1,1,44.250000664964318,recoverable,21.625000612810254,-22.625000052154064,[2],[8],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-C-L4-I03,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,12.75,recoverable,6.25,-6.5,[4],[5],9,1,1,5,0,1,1,10,4,1,1,43.375001118285581,recoverable,21.812500605359674,-21.562500512925908,[4],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I04,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,9,recoverable,11.25,2.25,[3],[5],8,0.88888888888888884,0,6,1,1,1,10,4,1,1,42.875000752042979,recoverable,20.874999929219484,-22.000000822823495,[3],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I05,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,2,recoverable,21.625,19.625,[4],[5],7,0.77777777777777779,0,7,2,1,1,8,4,1,1,42.562499682884663,recoverable,20.750000149011612,-21.812499533873051,[1],[6],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I06,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,1,recoverable,27.875,26.875,[3],[5],7,0.77777777777777779,0,7,2,1,1,10,4,1,1,44.437500864267349,recoverable,22.250000104308128,-22.187500759959221,[2],[7],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I07,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,1.75,recoverable,-28.125,-29.875,[3],[5],4,0.44444444444444442,0,0,5,1,1,10,4,1,1,43.18749972153455,recoverable,21.125000546686351,-22.062499174848199,[3],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I08,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,1.75,recoverable,26.25,24.5,[0],[5],7,0.77777777777777779,0,7,2,1,1,10,4,1,1,43.250000957865268,recoverable,20.937500235624611,-22.312500722240657,[0],[6],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I09,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,0.25,recoverable,26.625,26.375,[4],[5],7,0.77777777777777779,0,7,2,1,1,8,4,1,1,43.937499182764441,recoverable,21.437499756459147,-22.499999426305294,[4],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I10,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,9.75,recoverable,18.5,8.75,"[2, 3]",[5],7,0.77777777777777779,0,7,2,1,1,8,4,1,1,43.687499968800694,recoverable,21.124999973457307,-22.562499995343387,[3],[8],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L4-I11,numeric_tolerance,4,4,5,1,111110000,True,9,9,1,1,2.25,recoverable,-9,-11.25,[3],[5],7,0.77777777777777779,0,3,2,1,1,10,4,1,1,42.562500932719558,recoverable,19.937500848434865,-22.625000084284693,[3],[5],9,1,1,5,0,1,1,10,4,0,both_recoverable
D3T-C-L5-I00,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,0.125,recoverable,24.5,24.375,"[1, 3]",[4],6,0.66666666666666663,0,7,3,1,1,9,5,1,1,43.624999870546162,recoverable,21.062500729225576,-22.562499141320586,[0],[5],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I01,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,1,recoverable,-9,-10,[2],[4],7,0.77777777777777779,0,2,2,1,1,10,5,1,1,43.000000988366082,recoverable,21.125000864267349,-21.875000124098733,[2],[8],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I02,numeric_tolerance,5,3,4,1,111100000,True,9,9,0,0,-1.125,strict_inversion,22.75,23.875,[2],[4],6,0.66666666666666663,0,7,3,0,0,10,,1,1,43.749999834224582,recoverable,21.874999177642167,-21.875000656582415,[0],[4],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-C-L5-I03,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,5,recoverable,16,11,[0],[4],7,0.77777777777777779,0,6,2,1,1,10,5,1,1,42.625000212341547,recoverable,20.062499899417162,-22.562500312924385,[0],[5],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I04,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,0.125,recoverable,25.5,25.375,[0],[5],6,0.66666666666666663,0,7,3,1,1,10,5,1,1,42.187498674029484,recoverable,20.062499271705747,-22.124999402323738,[1],[4],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I05,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,5.375,recoverable,-21.5,-26.875,[3],[4],5,0.55555555555555558,0,0,4,1,1,10,5,1,1,45.187500635161996,recoverable,22.499999778810889,-22.687500856351107,[3],[6],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I06,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,1.125,recoverable,25.25,24.125,[1],[4],6,0.66666666666666663,0,7,3,1,1,10,5,1,1,43.687499164603651,recoverable,21.499999220483005,-22.187499944120646,[1],[4],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I07,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,1,recoverable,-11.5,-12.5,[3],[4],6,0.66666666666666663,0,1,3,1,1,10,5,1,1,43.562499090563506,recoverable,21.0624994430691,-22.499999647494406,[0],[4],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I08,numeric_tolerance,5,3,4,1,111100000,True,9,9,0,0,-2.875,strict_inversion,21.375,24.25,[1],[4],6,0.66666666666666663,0,7,3,0,0,10,,1,1,42.437498724088073,recoverable,20.312499502673745,-22.124999221414328,[2],[5],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-C-L5-I09,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,0.875,recoverable,-23.625,-24.5,[3],[4],6,0.66666666666666663,0,1,3,1,1,10,5,1,1,42.500000823289156,recoverable,20.000000948086381,-22.499999875202775,[0],[6],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L5-I10,numeric_tolerance,5,3,4,1,111100000,True,9,9,0,0,-5,strict_inversion,10.25,15.25,[3],[4],8,0.88888888888888884,0,5,1,0,0,9,,1,1,42.312500169500709,recoverable,20.500000268220901,-21.812499901279807,[0],[8],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-C-L5-I11,numeric_tolerance,5,3,4,1,111100000,True,9,9,1,1,3.375,recoverable,-17.75,-21.125,[3],[4],5,0.55555555555555558,0,0,4,1,1,10,5,1,1,43.812501666834578,recoverable,21.312500780448318,-22.50000088638626,[0],[7],9,1,1,4,0,1,1,10,5,0,both_recoverable
D3T-C-L6-I00,numeric_tolerance,6,2,3,1,111000000,True,9,9,0,0,-0.75,strict_inversion,9.5,10.25,[2],[3],8,0.88888888888888884,0,4,1,0,0,10,,1,1,42.312501430278644,recoverable,20.375000787898898,-21.937500642379746,[0],[4],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-C-L6-I01,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,8.375,recoverable,-18.25,-26.625,[2],[3],6,0.66666666666666663,0,0,3,1,1,10,6,1,1,41.125000200001523,recoverable,19.500000614672899,-21.624999585328624,[1],[5],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I02,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,1.375,recoverable,24.875,23.5,[1],[4],5,0.55555555555555558,0,7,4,1,1,10,6,1,1,43.187500712927431,recoverable,21.187500646803528,-22.000000066123903,[2],[6],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I03,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,3.75,recoverable,-26.125,-29.875,[2],[4],6,0.66666666666666663,0,0,3,1,1,10,6,1,1,42.874999323859811,recoverable,21.24999972153455,-21.624999602325261,[0],[7],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I04,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,2.75,recoverable,23.25,20.5,[2],[3],6,0.66666666666666663,0,6,3,1,1,10,6,1,1,43.249999593477696,recoverable,20.749999463558197,-22.500000129919499,[0],[3],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I05,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,10.5,recoverable,-1,-11.5,[2],[3],8,0.88888888888888884,0,2,1,1,1,10,6,1,1,42.249999403953552,recoverable,20.312499219551682,-21.93750018440187,[2],[3],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I06,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,0.25,recoverable,12.75,12.5,[2],[4],7,0.77777777777777779,0,5,2,1,1,10,6,1,1,39.312500638887286,recoverable,17.875000759959221,-21.437499878928065,[2],[4],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I07,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,1.25,recoverable,-12.25,-13.5,[2],[4],6,0.66666666666666663,0,0,3,1,1,10,6,1,1,42.499998646555468,recoverable,21.187499354360625,-21.312499292194843,[2],[5],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I08,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,5.375,recoverable,21.875,16.5,[1],[3],6,0.66666666666666663,0,6,3,1,1,10,6,1,1,43.124998448416591,recoverable,21.624999074265361,-21.49999937415123,[1],[5],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I09,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,10.75,recoverable,0.25,-10.5,[2],[4],9,1,1,3,0,1,1,10,6,1,1,42.374999575316906,recoverable,19.937499141320586,-22.43750043399632,[1],[3],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I10,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,3.875,recoverable,22.625,18.75,[1],[4],5,0.55555555555555558,0,7,4,1,1,10,6,1,1,41.187500626780093,recoverable,19.437499795109034,-21.750000831671059,[2],[3],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L6-I11,numeric_tolerance,6,2,3,1,111000000,True,9,9,1,1,3.625,recoverable,-25.375,-29,[2],"[3, 5]",6,0.66666666666666663,0,0,3,1,1,8,4,1,1,43.500001286156476,recoverable,21.062500745989382,-22.437500540167093,[2],[4],9,1,1,3,0,1,1,10,6,0,both_recoverable
D3T-C-L7-I00,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,-1.5,strict_inversion,-10.75,-9.25,[1],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,43.124999864026904,recoverable,21.374999649822712,-21.750000214204192,[0],[6],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I01,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,1,-0.625,strict_inversion,-19.875,-19.25,[0],[3],7,0.77777777777777779,0,0,2,0,1,10,,1,1,43.312499658204615,recoverable,21.874999474734068,-21.437500183470547,[0],[2],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I02,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,-5.25,strict_inversion,-7.25,-2,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.937500836793333,recoverable,20.125000873580575,-21.812499963212758,[0],[2],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I03,numeric_tolerance,7,1,2,1,110000000,True,9,9,1,1,0.5,recoverable,21.25,20.75,[1],[4],6,0.66666666666666663,0,5,3,1,1,10,7,1,1,44.062500467058271,recoverable,21.937499574385583,-22.125000892672688,[0],[2],9,1,1,2,0,1,1,10,7,0,both_recoverable
D3T-C-L7-I04,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,-2.25,strict_inversion,22,24.25,[0],[2],4,0.44444444444444442,0,7,5,0,0,10,,1,1,42.062499966472387,recoverable,21.31249975413084,-20.750000212341547,[0],[5],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I05,numeric_tolerance,7,1,2,1,110000000,True,9,9,1,1,2.75,recoverable,10.5,7.75,[0],[2],8,0.88888888888888884,0,3,1,1,1,10,7,1,1,43.875000380910933,recoverable,21.687500351108611,-22.187500029802322,[1],[5],9,1,1,2,0,1,1,10,7,0,both_recoverable
D3T-C-L7-I06,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,-12.75,strict_inversion,-11,1.75,[0],[2],6,0.66666666666666663,0,0,2,0,0,10,,1,1,42.500001267064363,recoverable,21.06250093691051,-21.437500330153853,[0],[2],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I07,numeric_tolerance,7,1,2,1,110000000,True,9,9,1,1,3.5,recoverable,0,-3.5,[0],[2],9,1,1,2,0,1,1,10,7,1,1,43.187500244937837,recoverable,21.749999737367034,-21.437500507570803,[0],[6],9,1,1,2,0,1,1,10,7,0,both_recoverable
D3T-C-L7-I08,numeric_tolerance,7,1,2,1,110000000,True,9,9,1,1,9.125,recoverable,28.625,19.5,[0],[4],4,0.44444444444444442,0,7,5,1,1,10,7,1,1,42.250000586267561,recoverable,20.937500219792128,-21.312500366475433,[1],[7],9,1,1,2,0,1,1,10,7,0,both_recoverable
D3T-C-L7-I09,numeric_tolerance,7,1,2,1,110000000,True,9,9,1,1,0.75,recoverable,-27.5,-28.25,[1],[2],7,0.77777777777777779,0,0,2,1,1,9,6,1,1,42.750000030733645,recoverable,21.437500620260835,-21.31249941047281,[1],[2],9,1,1,2,0,1,1,10,7,0,both_recoverable
D3T-C-L7-I10,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,-3.75,strict_inversion,11.25,15,[0],[2],6,0.66666666666666663,0,5,3,0,0,10,,1,1,43.74999862909317,recoverable,21.437499170191586,-22.312499458901584,[0],[3],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L7-I11,numeric_tolerance,7,1,2,1,110000000,True,9,9,0,0,0,exact_tie,0.5,0.5,[0],[2],8,0.88888888888888884,0,3,1,0,0,9,,1,1,43.187498559476808,recoverable,20.749999416992068,-22.437499142484739,[1],[2],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-C-L8-I00,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,16.125,recoverable,23.125,7,[0],"[2, 4]",6,0.66666666666666663,0,3,2,1,1,9,7,1,1,43.749999494757503,recoverable,22.250000225380063,-21.49999926937744,[0],[1],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I01,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,1,recoverable,17.75,16.75,[0],[1],6,0.66666666666666663,0,3,2,1,1,10,8,1,1,42.937499046791345,recoverable,20.937499842606485,-21.99999920418486,[0],[1],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I02,numeric_tolerance,8,0,1,1,100000000,True,9,9,0,1,-2.25,strict_inversion,10,12.25,[0],[2],7,0.77777777777777779,0,3,2,0,1,10,,1,1,42.562500114552677,recoverable,20.500000529456884,-22.062499585095793,[0],[5],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-C-L8-I03,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,3.75,recoverable,21,17.25,[0],[1],5,0.55555555555555558,0,5,4,1,1,10,8,1,1,42.937498843530193,recoverable,20.562499780440703,-22.37499906308949,[0],[7],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I04,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,1.25,recoverable,-1.5,-2.75,[0],[2],8,0.88888888888888884,0,0,1,1,1,10,8,1,1,43.499999966938049,recoverable,20.812499765772372,-22.687500201165676,[0],[5],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I05,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,12.25,recoverable,7,-5.25,[0],[2],9,1,1,1,0,1,1,10,8,1,1,41.937498387880623,recoverable,20.749999185558408,-21.187499202322215,[0],[1],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I06,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,0.5,recoverable,14.25,13.75,[0],[2],6,0.66666666666666663,0,3,2,1,1,10,8,1,1,43.375000173225999,recoverable,21.625000877305865,-21.749999295920134,[0],[5],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I07,numeric_tolerance,8,0,1,1,100000000,True,9,9,0,0,-5.25,strict_inversion,-28.125,-22.875,[0],[2],8,0.88888888888888884,0,0,1,0,0,10,,1,1,43.937501120381057,recoverable,21.687500684056431,-22.250000436324626,[0],[5],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-C-L8-I08,numeric_tolerance,8,0,1,1,100000000,True,9,9,0,0,-5.5,strict_inversion,17.25,22.75,[0],[1],7,0.77777777777777779,0,3,2,0,0,10,,1,1,41.687500417698175,recoverable,20.312500144354999,-21.375000273343176,[0],[1],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-C-L8-I09,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,0.75,recoverable,24,23.25,[0],[1],5,0.55555555555555558,0,5,4,1,1,10,8,1,1,41.999999924562871,recoverable,20.437500034458935,-21.562499890103936,[0],[4],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I10,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,0.5,recoverable,-3,-3.5,[0],[2],8,0.88888888888888884,0,0,1,1,1,10,8,1,1,42.562499807681888,recoverable,20.812500673346221,-21.749999134335667,[0],[1],9,1,1,1,0,1,1,10,8,0,both_recoverable
D3T-C-L8-I11,numeric_tolerance,8,0,1,1,100000000,True,9,9,1,1,3.25,recoverable,-8,-11.25,[0],[1],8,0.88888888888888884,0,0,1,1,1,10,8,1,1,43.999999077059329,recoverable,21.499999438412488,-22.499999638646841,[0],[2],9,1,1,1,0,1,1,10,8,0,both_recoverable
