condition,protocol,task_id,z,k,truth,status,margin,score_met,score_not_met,score_path,trace_path
original_bare,immediate,HumanEval/128,8,8,1,ok,2.7499998956918716,-0.12434636056423187,-2.8743462562561035,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_128__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_128__k8.json
original_union,immediate,HumanEval/128,8,8,1,ok,2.749999895691867,-0.12434636056422943,-2.874346256256097,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_128__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_128__k8.json
original_bare,immediate,HumanEval/129,0,0,1,ok,-3.749999897554517,-3.780296802520752,-0.03029690496623516,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k0.json
original_union,immediate,HumanEval/129,0,0,1,ok,-3.7499998975545275,-3.7802968025207444,-0.03029690496621673,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k0.json
original_bare,immediate,HumanEval/129,0,1,0,ok,-5.000000094994903,-5.009928226470947,-0.009928131476044655,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k1.json
original_union,immediate,HumanEval/129,0,1,0,ok,-5.000000094994904,-5.0099282264709455,-0.009928131476041324,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k1.json
original_bare,immediate,HumanEval/129,0,2,0,ok,-8.500000371423084,-8.500862121582031,-0.0008617501589469612,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k2.json
original_union,immediate,HumanEval/129,0,2,0,ok,-8.500000371423086,-8.50086212158203,-0.0008617501589434085,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k2.json
original_bare,immediate,HumanEval/129,0,3,0,ok,-9.500000260479283,-9.50072193145752,-0.0007216709782369435,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k3.json
original_union,immediate,HumanEval/129,0,3,0,ok,-9.500000260479284,-9.500721931457516,-0.0007216709782316144,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k3.json
original_bare,immediate,HumanEval/129,0,4,0,ok,-9.749999563617166,-9.750564575195312,-0.0005650115781463683,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k4.json
original_union,immediate,HumanEval/129,0,4,0,ok,-9.749999563617168,-9.750564575195309,-0.0005650115781403731,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k4.json
original_bare,immediate,HumanEval/129,0,5,0,ok,-9.749999602907337,-9.750630378723145,-0.0006307758158072829,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k5.json
original_union,immediate,HumanEval/129,0,5,0,ok,-9.749999602907339,-9.750630378723141,-0.0006307758158023979,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k5.json
original_bare,immediate,HumanEval/129,0,6,0,ok,-9.749999946798198,-9.75078010559082,-0.0007801587926223874,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k6.json
original_union,immediate,HumanEval/129,0,6,0,ok,-9.7499999467982,-9.750780105590817,-0.0007801587926177245,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k6.json
original_bare,immediate,HumanEval/129,0,7,0,ok,-10.250000449945219,-10.250948905944824,-0.0009484559996053576,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k7.json
original_union,immediate,HumanEval/129,0,7,0,ok,-10.250000449945219,-10.25094890594482,-0.0009484559996015829,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k7.json
original_bare,immediate,HumanEval/129,0,8,0,ok,-11.749999677093001,-11.750263214111328,-0.00026353701832704246,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k8.json
original_union,immediate,HumanEval/129,0,8,0,ok,-11.749999677093006,-11.75026321411132,-0.00026353701831349774,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_129__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_129__k8.json
original_bare,immediate,HumanEval/132,0,0,1,ok,-0.7499999403953552,-1.1444752216339111,-0.3944752812385559,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k0.json
original_union,immediate,HumanEval/132,0,0,1,ok,-0.7499999403953892,-1.1444752216338883,-0.39447528123849906,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k0.json
original_bare,immediate,HumanEval/132,0,1,0,ok,4.999999845400453,-0.020938074216246605,-5.020937919616699,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k1.json
original_union,immediate,HumanEval/132,0,1,0,ok,4.999999845400432,-0.020938074216242386,-5.020937919616674,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k1.json
original_bare,immediate,HumanEval/132,0,2,0,ok,0.25,-0.5984265804290771,-0.8484265804290771,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k2.json
original_union,immediate,HumanEval/132,0,2,0,ok,0.24999999999999356,-0.5984265804290725,-0.848426580429066,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k2.json
original_bare,immediate,HumanEval/132,0,3,0,ok,0.5,-0.4987034201622009,-0.9987034201622009,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k3.json
original_union,immediate,HumanEval/132,0,3,0,ok,0.49999999999999334,-0.4987034201621965,-0.9987034201621898,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k3.json
original_bare,immediate,HumanEval/132,0,4,0,ok,0.7500000298023224,-0.403168648481369,-1.1531686782836914,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k4.json
original_union,immediate,HumanEval/132,0,4,0,ok,0.7500000298023157,-0.4031686484813646,-1.1531686782836803,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k4.json
original_bare,immediate,HumanEval/132,0,5,0,ok,0.75,-0.4134373664855957,-1.1634373664855957,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k5.json
original_union,immediate,HumanEval/132,0,5,0,ok,0.749999999999994,-0.4134373664855908,-1.1634373664855848,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k5.json
original_bare,immediate,HumanEval/132,0,6,0,ok,1.5000000447034836,-0.22095103561878204,-1.7209510803222656,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k6.json
original_union,immediate,HumanEval/132,0,6,0,ok,1.500000044703474,-0.2209510356187776,-1.7209510803222516,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k6.json
original_bare,immediate,HumanEval/132,0,7,0,ok,1.7499999403953552,-0.17618328332901,-1.9261832237243652,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k7.json
original_union,immediate,HumanEval/132,0,7,0,ok,1.7499999403953506,-0.17618328332900712,-1.9261832237243577,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k7.json
original_bare,immediate,HumanEval/132,0,8,0,ok,-1.5000000596046448,-1.7109620571136475,-0.21096199750900269,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k8.json
original_union,immediate,HumanEval/132,0,8,0,ok,-1.5000000596046514,-1.7109620571136406,-0.21096199750898914,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_132__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_132__k8.json
original_bare,immediate,HumanEval/138,7,0,1,ok,-3.2499999031424522,-3.290377616882324,-0.04037771373987198,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k0.json
original_union,immediate,HumanEval/138,7,0,1,ok,-3.249999903142464,-3.2903776168823136,-0.040377713739849774,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k0.json
original_bare,immediate,HumanEval/138,7,1,1,ok,16.625000888016075,-0.0032168091274797916,-16.628217697143555,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k1.json
original_union,immediate,HumanEval/138,7,1,1,ok,16.625000888016054,-0.0032168091274780153,-16.628217697143533,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k1.json
original_bare,immediate,HumanEval/138,7,2,1,ok,2.7500001043081284,-0.08881129324436188,-2.8388113975524902,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k2.json
original_union,immediate,HumanEval/138,7,2,1,ok,2.7500001043081257,-0.08881129324436055,-2.8388113975524862,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k2.json
original_bare,immediate,HumanEval/138,7,3,1,ok,1.25,-0.29016077518463135,-1.5401607751846313,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k3.json
original_union,immediate,HumanEval/138,7,3,1,ok,1.2499999999999978,-0.2901607751846298,-1.5401607751846276,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k3.json
original_bare,immediate,HumanEval/138,7,4,1,ok,0.25,-0.6076785326004028,-0.8576785326004028,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k4.json
original_union,immediate,HumanEval/138,7,4,1,ok,0.24999999999999822,-0.6076785326004011,-0.8576785326003993,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k4.json
original_bare,immediate,HumanEval/138,7,5,1,ok,-0.25,-0.8777533173561096,-0.6277533173561096,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k5.json
original_union,immediate,HumanEval/138,7,5,1,ok,-0.25000000000000133,-0.8777533173561081,-0.6277533173561067,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k5.json
original_bare,immediate,HumanEval/138,7,6,1,ok,-0.7500000298023224,-1.190024733543396,-0.4400247037410736,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k6.json
original_union,immediate,HumanEval/138,7,6,1,ok,-0.7500000298023235,-1.1900247335433944,-0.44002470374107094,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k6.json
original_bare,immediate,HumanEval/138,7,7,1,ok,-1.7500000596046448,-1.950963020324707,-0.20096296072006226,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k7.json
original_union,immediate,HumanEval/138,7,7,1,ok,-1.7500000596046452,-1.950963020324705,-0.2009629607200598,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k7.json
original_bare,immediate,HumanEval/138,7,8,0,ok,-4.500000014901161,-4.526355266571045,-0.026355251669883728,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k8.json
original_union,immediate,HumanEval/138,7,8,0,ok,-4.500000014901161,-4.5263552665710405,-0.026355251669879287,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_138__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_138__k8.json
original_bare,immediate,HumanEval/13,0,0,1,ok,-3.499999947845936,-3.5441770553588867,-0.0441771075129509,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k0.json
original_union,immediate,HumanEval/13,0,0,1,ok,-3.4999999478459625,-3.544177055358869,-0.04417710751290671,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k0.json
original_bare,immediate,HumanEval/13,0,1,0,ok,-5.499999778345227,-5.511018753051758,-0.011018974706530571,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k1.json
original_union,immediate,HumanEval/13,0,1,0,ok,-5.499999778345233,-5.511018753051739,-0.011018974706506812,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k1.json
original_bare,immediate,HumanEval/13,0,2,0,ok,-5.749999865889549,-5.761165618896484,-0.01116575300693512,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k2.json
original_union,immediate,HumanEval/13,0,2,0,ok,-5.749999865889554,-5.7611656188964755,-0.011165753006921575,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k2.json
original_bare,immediate,HumanEval/13,0,3,0,ok,-5.999999761581421,-6.012346267700195,-0.012346506118774414,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k3.json
original_union,immediate,HumanEval/13,0,3,0,ok,-5.999999761581426,-6.012346267700186,-0.012346506118759981,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k3.json
original_bare,immediate,HumanEval/13,0,4,0,ok,-6.749999869149178,-6.757394313812256,-0.007394444663077593,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k4.json
original_union,immediate,HumanEval/13,0,4,0,ok,-6.749999869149183,-6.757394313812245,-0.007394444663062272,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k4.json
original_bare,immediate,HumanEval/13,0,5,0,ok,-6.75000003259629,-6.7591376304626465,-0.009137597866356373,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k5.json
original_union,immediate,HumanEval/13,0,5,0,ok,-6.750000032596294,-6.759137630462639,-0.00913759786634527,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k5.json
original_bare,immediate,HumanEval/13,0,6,0,ok,-6.500000063329935,-6.5113725662231445,-0.011372502893209457,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k6.json
original_union,immediate,HumanEval/13,0,6,0,ok,-6.500000063329938,-6.511372566223139,-0.011372502893201686,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k6.json
original_bare,immediate,HumanEval/13,0,7,0,ok,-6.999999831430614,-7.011538505554199,-0.011538674123585224,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k7.json
original_union,immediate,HumanEval/13,0,7,0,ok,-6.999999831430617,-7.011538505554195,-0.011538674123578119,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k7.json
original_bare,immediate,HumanEval/13,0,8,0,ok,-12.499999624793418,-12.501180648803711,-0.0011810240102931857,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k8.json
original_union,immediate,HumanEval/13,0,8,0,ok,-12.499999624793418,-12.501180648803695,-0.0011810240102769765,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_13__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_13__k8.json
original_bare,immediate,HumanEval/140,5,0,1,ok,-4.999999964609742,-5.014561653137207,-0.014561688527464867,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k0.json
original_union,immediate,HumanEval/140,5,0,1,ok,-4.999999964609766,-5.014561653137178,-0.014561688527411576,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k0.json
original_bare,immediate,HumanEval/140,5,1,1,ok,-4.9999999878928065,-5.011176586151123,-0.011176598258316517,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k1.json
original_union,immediate,HumanEval/140,5,1,1,ok,-4.9999999878928065,-5.011176586151119,-0.011176598258311632,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k1.json
original_bare,immediate,HumanEval/140,5,2,1,ok,-6.0000002179294825,-6.010303974151611,-0.010303756222128868,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k2.json
original_union,immediate,HumanEval/140,5,2,1,ok,-6.0000002179294825,-6.010303974151608,-0.010303756222125315,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k2.json
original_bare,immediate,HumanEval/140,5,3,1,ok,-5.7499999683350325,-5.764216423034668,-0.014216454699635506,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k3.json
original_union,immediate,HumanEval/140,5,3,1,ok,-5.749999968335033,-5.764216423034664,-0.014216454699631287,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k3.json
original_bare,immediate,HumanEval/140,5,4,1,ok,-5.499999959021807,-5.515166282653809,-0.015166323632001877,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k4.json
original_union,immediate,HumanEval/140,5,4,1,ok,-5.499999959021807,-5.515166282653804,-0.015166323631997214,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k4.json
original_bare,immediate,HumanEval/140,5,5,1,ok,-4.750000176951289,-4.772698879241943,-0.022698702290654182,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k5.json
original_union,immediate,HumanEval/140,5,5,1,ok,-4.75000017695129,-4.772698879241942,-0.02269870229065174,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k5.json
original_bare,immediate,HumanEval/140,5,6,0,ok,-4.000000074505806,-4.040899276733398,-0.04089920222759247,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k6.json
original_union,immediate,HumanEval/140,5,6,0,ok,-4.000000074505806,-4.040899276733396,-0.040899202227589804,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k6.json
original_bare,immediate,HumanEval/140,5,7,0,ok,-3.999999962747097,-4.034101963043213,-0.034102000296115875,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k7.json
original_union,immediate,HumanEval/140,5,7,0,ok,-3.9999999627470975,-4.034101963043211,-0.034102000296113655,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k7.json
original_bare,immediate,HumanEval/140,5,8,0,ok,-8.000000284984708,-8.003599166870117,-0.003598881885409355,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k8.json
original_union,immediate,HumanEval/140,5,8,0,ok,-8.000000284984706,-8.003599166870112,-0.0035988818854055804,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_140__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_140__k8.json
original_bare,immediate,HumanEval/141,7,0,1,ok,1.2500000298023224,-0.2532951533794403,-1.5032951831817627,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k0.json
original_union,immediate,HumanEval/141,7,0,1,ok,1.2500000298022864,-0.2532951533794292,-1.5032951831817156,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k0.json
original_bare,immediate,HumanEval/141,7,1,1,ok,8.49999984644819,-0.0012647256953641772,-8.501264572143555,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k1.json
original_union,immediate,HumanEval/141,7,1,1,ok,8.499999846448173,-0.0012647256953615127,-8.501264572143535,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k1.json
original_bare,immediate,HumanEval/141,7,2,1,ok,2.250000037252903,-0.11277218908071518,-2.362772226333618,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k2.json
original_union,immediate,HumanEval/141,7,2,1,ok,2.2500000372528994,-0.11277218908071363,-2.362772226333613,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/original/HumanEval_141__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/original/HumanEval_141__k2.json
